
(819,510)
(821,510)
(822,510)
(824,510)
(826,510)
(828,510)
(829,510)
(829,510)
(830,510)
(831,510)
(832,510)
(833,510)
(834,510)
(835,510)
(836,510)
cl(836,510)
cl(836,510)
(834,510)
(832,510)
(830,510)
(827,509)
(825,509)
(824,509)
(822,508)
(822,508)
(820,507)
(818,507)
(817,507)
(816,507)
(814,507)
(813,507)
(812,506)
(812,505)
(811,505)
(809,505)
(808,504)
(807,503)
(805,503)
(803,501)
(802,501)
(802,500)
(800,500)
(799,500)
(798,499)
(797,499)
(795,499)
(795,499)
(794,499)
(793,499)
(791,499)
(790,499)
(789,498)
(788,498)
(788,498)
(787,498)
(786,498)
(785,498)
(784,498)
(782,498)
(780,497)
(778,497)
(778,497)
(777,497)
(774,497)
(773,497)
(770,496)
(769,496)
(765,496)
(765,495)
(762,495)
(760,493)
(754,493)
(751,492)
(742,490)
(740,490)
(732,489)
(729,488)
(720,487)
(715,485)
(707,484)
(700,483)
(688,480)
(685,478)
(673,476)
(670,475)
(658,472)
(654,471)
(641,466)
(637,464)
(626,459)
(619,458)
(606,450)
(603,449)
(590,443)
(585,441)
(569,431)
(562,428)
(547,418)
(542,416)
(527,409)
(522,405)
(507,399)
(501,396)
(486,388)
(481,387)
(467,380)
(463,377)
(451,372)
(447,370)
(438,366)
(434,363)
(423,358)
(420,355)
(408,348)
(402,346)
(391,339)
(385,336)
(377,331)
(371,327)
(364,321)
(360,320)
(353,316)
(351,315)
(344,312)
(342,311)
(336,306)
(335,305)
(332,303)
(330,302)
(328,300)
(324,298)
(322,297)
(321,296)
(320,296)
(320,296)
(319,296)
(318,296)
(316,296)
(315,295)
(315,294)
(314,294)
(313,294)
(313,294)
(312,294)
(311,294)
(311,294)
(310,294)
(309,294)
(308,294)
(308,294)
(305,294)
(304,294)
(303,294)
(302,294)
(300,293)
(299,293)
(298,293)
(296,293)
(293,291)
(293,291)
(292,291)
(291,291)
(290,291)
(289,291)
(288,291)
(287,291)
(286,291)
(285,291)
(284,291)
(283,291)
(282,291)
(281,290)
(281,290)
(280,290)
(278,290)
(276,289)
(275,289)
(274,289)
(273,289)
(272,289)
(272,289)
(271,289)
(269,289)
(268,289)
(266,288)
(265,288)
(264,287)
(264,287)
(262,287)
(260,286)
(259,286)
(258,285)
(256,285)
(255,285)
(255,285)
(254,285)
(253,285)
(251,285)
(250,285)
(249,285)
(249,285)
(249,285)
(250,285)
cl(250,285)
cl(250,285)
pressed 'h'
released 'h'
pressed 'e'
released 'e'
pressed 'l'
released 'l'
pressed 'l'
released 'l'
pressed 'o'
released 'o'
pressed Key.space
released Key.space
pressed 'w'
released 'w'
pressed 'o'
pressed 'r'
released 'o'
released 'r'
pressed 'l'
released 'l'
pressed 'd'
released 'd'
(251,285)
(253,284)
(255,283)
(257,282)
(260,282)
(262,280)
(263,280)
(266,279)
(267,278)
(270,276)
(271,276)
(274,274)
(274,274)
(277,273)
(279,272)
(283,272)
(285,271)
(288,270)
(290,270)
(293,269)
(295,269)
(301,268)
(302,268)
(306,265)
(308,265)
(316,265)
(318,265)
(324,265)
(326,265)
(329,265)
(331,265)
(335,265)
(337,265)
(340,265)
(342,265)
(348,265)
(350,265)
(356,265)
(358,265)
(364,265)
(367,267)
(373,267)
(375,267)
(381,267)
(383,267)
(391,268)
(394,268)
(403,268)
(405,268)
(418,268)
(422,268)
(435,265)
(443,263)
(460,260)
(464,259)
(480,257)
(485,256)
(505,253)
(512,250)
(528,249)
(537,247)
(553,244)
(559,243)
(575,241)
(582,240)
(600,240)
(608,240)
(630,240)
(638,240)
(663,240)
(671,242)
(700,248)
(708,249)
(743,257)
(756,260)
(785,266)
(797,268)
(829,274)
(837,276)
(862,278)
(871,280)
(895,281)
(904,283)
(926,283)
(934,284)
(950,284)
(958,284)
(972,286)
(978,286)
(985,284)
(1006,277)
(1017,274)
(1041,265)
(1051,262)
(1073,253)
(1083,250)
(1101,245)
(1110,244)
(1128,240)
(1135,238)
(1155,234)
(1163,233)
(1181,231)
(1188,230)
(1208,228)
(1216,227)
(1236,225)
(1245,222)
(1263,221)
(1271,219)
(1289,219)
(1298,218)
(1316,216)
(1320,216)
(1336,216)
(1344,216)
(1358,216)
(1361,216)
(1372,216)
(1375,216)
(1384,216)
(1388,216)
(1397,216)
(1401,216)
(1409,215)
(1412,215)
(1418,215)
(1420,214)
(1426,214)
(1430,213)
(1434,212)
(1436,212)
(1442,209)
(1444,209)
(1450,209)
(1454,208)
(1458,208)
(1461,207)
(1469,207)
(1471,207)
(1479,207)
(1481,207)
(1485,208)
(1490,208)
(1494,208)
(1496,208)
(1502,211)
(1504,211)
(1510,211)
(1512,211)
(1517,211)
(1519,211)
(1526,211)
(1528,211)
(1537,211)
(1541,211)
(1548,212)
(1552,212)
(1559,213)
(1562,213)
(1570,215)
(1572,216)
(1575,216)
(1577,216)
(1582,217)
(1584,217)
(1587,218)
(1589,218)
(1594,218)
(1596,218)
(1599,218)
(1600,219)
(1604,219)
(1604,219)
(1607,220)
(1608,220)
(1611,220)
(1612,220)
(1613,222)
(1614,222)
(1621,220)
(1623,220)
(1630,219)
(1632,219)
(1640,218)
(1642,217)
(1645,216)
(1648,216)
(1652,215)
(1654,215)
(1657,214)
(1659,211)
(1661,211)
(1662,211)
(1663,211)
(1664,211)
(1664,211)
(1664,211)
(1664,210)
(1665,210)
(1666,209)
(1668,209)
(1669,209)
(1669,208)
(1670,208)
(1671,208)
(1671,208)
(1672,208)
(1673,208)
(1674,208)
cl(1674,208)
(1674,207)
cl(1674,207)
(1674,207)
(1674,206)
(1674,207)
(1673,208)
(1672,210)
(1671,211)
(1668,215)
(1667,216)
(1665,220)
(1664,223)
(1660,230)
(1659,233)
(1654,241)
(1652,245)
(1646,254)
(1643,256)
(1636,266)
(1633,270)
(1625,278)
(1623,280)
(1613,289)
(1611,293)
(1601,301)
(1598,306)
(1588,316)
(1584,321)
(1573,332)
(1571,337)
(1558,347)
(1552,352)
(1537,362)
(1533,367)
(1519,377)
(1511,383)
(1500,393)
(1493,398)
(1484,408)
(1478,413)
(1469,421)
(1464,425)
(1455,431)
(1450,433)
(1441,439)
(1436,442)
(1429,446)
(1424,448)
(1418,454)
(1416,456)
(1408,460)
(1406,462)
(1398,467)
(1395,469)
(1390,472)
(1387,473)
(1382,477)
(1381,479)
(1373,482)
(1371,484)
(1361,488)
(1359,489)
(1351,494)
(1347,496)
(1340,498)
(1338,499)
(1333,502)
(1329,504)
(1325,506)
(1323,507)
(1316,510)
(1314,511)
(1311,513)
(1310,513)
(1304,516)
(1303,516)
(1301,517)
(1300,518)
(1296,518)
(1295,519)
(1292,520)
(1290,520)
(1287,521)
(1285,521)
(1282,522)
(1281,522)
(1275,522)
(1275,522)
(1272,522)
(1270,522)
(1265,522)
(1263,522)
(1260,522)
(1257,522)
(1255,522)
(1253,522)
(1250,522)
(1247,522)
(1242,522)
(1240,522)
(1234,522)
(1232,522)
(1229,522)
(1227,522)
(1223,522)
(1221,522)
(1216,522)
(1213,522)
(1209,522)
(1208,522)
(1204,522)
(1202,521)
(1199,521)
(1197,520)
(1192,520)
(1190,519)
(1187,519)
(1186,519)
(1181,519)
(1179,519)
(1176,519)
(1172,519)
(1169,518)
(1167,518)
(1164,518)
(1162,518)
(1158,518)
(1157,518)
(1154,518)
(1152,518)
(1149,518)
(1148,518)
(1146,518)
(1144,518)
(1141,517)
(1140,517)
(1138,517)
(1137,517)
(1136,517)
(1132,517)
(1130,517)
(1130,517)
(1127,517)
(1125,517)
(1120,517)
(1118,517)
(1115,517)
(1114,517)
(1110,517)
(1110,517)
(1107,517)
(1106,517)
(1103,517)
(1102,517)
(1100,517)
(1098,517)
(1096,517)
(1096,517)
(1093,517)
(1092,517)
(1091,517)
(1090,517)
(1088,517)
(1086,517)
(1083,517)
(1081,517)
(1079,517)
(1078,517)
(1076,518)
(1075,518)
(1073,518)
(1071,518)
(1070,518)
(1069,518)
(1067,519)
(1065,519)
(1064,519)
(1063,519)
(1062,519)
(1061,519)
(1060,519)
(1059,519)
(1058,519)
(1056,519)
(1055,519)
(1053,519)
(1052,519)
(1050,519)
(1049,519)
(1047,519)
(1046,519)
(1045,519)
(1044,519)
(1042,519)
(1040,519)
(1038,519)
(1037,519)
(1036,519)
(1036,519)
(1035,519)
(1034,519)
(1033,519)
(1032,519)
(1031,519)
(1029,519)
(1029,519)
(1028,519)
(1027,519)
(1026,519)
(1025,519)
(1024,519)
(1024,520)
(1023,520)
(1023,521)
(1021,521)
(1020,521)
cl(1020,521)
cl(1020,521)
(1020,521)
(1021,521)
(1022,521)
(1022,521)
(1023,521)
(1024,521)
(1025,521)
(1026,521)
(1028,521)
(1028,521)
(1029,521)
(1030,521)
(1031,521)
(1032,521)
(1034,521)
(1035,521)
(1036,521)
(1037,521)
(1039,521)
(1040,521)
(1041,521)
(1042,521)
(1042,521)
(1043,521)
(1045,521)
(1046,521)
(1047,521)
(1048,521)
(1049,521)
(1049,521)
(1050,522)
(1051,522)
(1052,522)
(1054,522)
(1055,523)
(1055,524)
(1056,525)
(1058,527)
(1062,530)
(1064,533)
(1066,535)
(1068,536)
(1070,538)
(1071,541)
(1075,543)
(1075,544)
(1077,545)
(1078,546)
(1080,548)
(1081,549)
(1084,552)
(1085,552)
(1087,554)
(1088,555)
(1089,556)
(1092,557)
(1094,558)
(1094,558)
(1095,558)
(1096,560)
(1097,560)
(1098,561)
(1100,561)
(1101,561)
(1102,562)
(1103,562)
(1104,562)
(1105,562)
(1106,562)
(1107,562)
(1108,562)
(1109,562)
(1111,562)
(1112,562)
(1113,562)
(1114,562)
(1115,562)
(1116,562)
(1116,562)
(1117,562)
(1118,562)
(1120,562)
(1121,562)
(1122,562)
(1123,562)
(1123,562)
(1124,562)
(1125,562)
(1126,562)
(1127,562)
(1129,562)
(1129,562)
(1130,562)
(1131,562)
(1132,562)
(1133,562)
(1134,562)
(1135,562)
(1135,562)
(1137,562)
(1138,563)
(1139,563)
(1140,563)
(1141,563)
(1142,563)
(1142,563)
(1143,563)
(1144,563)
(1146,563)
(1147,563)
(1148,563)
(1148,563)
(1149,563)
(1150,564)
(1151,564)
(1152,565)
(1153,565)
(1155,565)
(1155,565)
(1156,566)
(1157,566)
(1158,566)
(1159,566)
(1160,566)
(1160,566)
(1163,566)
(1164,567)
(1165,567)
(1166,567)
(1167,567)
(1168,569)
(1169,569)
(1169,569)
(1170,570)
(1172,570)
(1173,571)
(1174,572)
(1175,572)
(1175,573)
(1176,573)
(1176,573)
(1177,574)
(1178,574)
(1179,575)
(1181,575)
(1182,576)
(1183,578)
(1183,579)
(1184,580)
(1185,580)
(1186,580)
(1186,580)
(1187,580)
(1188,580)
(1188,581)
(1190,581)
(1190,582)
(1190,583)
(1191,583)
(1192,584)
(1193,584)
(1195,587)
(1196,588)
(1199,589)
(1200,589)
(1202,591)
(1202,592)
(1204,594)
(1206,596)
(1210,597)
(1210,598)
(1212,599)
(1212,599)
(1213,600)
(1214,601)
(1215,602)
(1216,602)
(1218,603)
(1219,604)
(1221,605)
(1221,606)
(1223,607)
(1223,608)
(1225,609)
(1227,610)
(1228,610)
(1229,611)
(1231,612)
(1232,612)
(1232,613)
(1233,613)
(1234,615)
(1236,615)
(1237,615)
(1238,615)
(1240,616)
(1241,617)
(1242,618)
(1243,619)
(1247,620)
(1248,621)
(1250,622)
(1251,624)
(1256,626)
(1257,627)
(1260,628)
(1261,629)
(1264,631)
(1266,632)
(1269,634)
(1270,635)
(1272,636)
(1273,637)
(1275,639)
(1276,640)
(1278,641)
(1279,641)
(1281,644)
(1282,645)
(1283,646)
(1285,647)
(1287,649)
(1289,651)
(1290,651)
(1291,653)
(1291,654)
(1292,655)
(1292,655)
(1292,656)
(1294,656)
cl(1294,656)
cl(1294,656)
(1540,374)
(1540,373)
(1540,372)
(1541,372)
(1541,371)
(1541,371)
(1541,370)
(1541,369)
(1541,369)
(1540,369)
(1540,368)
(1540,367)
(1539,366)
(1539,365)
(1539,363)
(1538,362)
(1538,361)
(1538,360)
(1537,358)
(1537,357)
(1536,354)
(1536,352)
(1534,349)
(1534,348)
(1531,344)
(1531,342)
(1530,340)
(1529,338)
(1526,333)
(1526,331)
(1524,326)
(1523,325)
(1522,320)
(1520,319)
(1518,314)
(1517,311)
(1514,306)
(1513,304)
(1508,296)
(1507,293)
(1503,286)
(1500,283)
(1498,278)
(1495,274)
(1491,271)
(1490,270)
(1487,268)
(1485,266)
(1482,263)
(1480,262)
(1476,260)
(1474,259)
(1470,258)
(1469,257)
(1466,256)
(1464,256)
(1463,256)
(1463,254)
(1463,253)
(1463,252)
(1461,250)
(1461,249)
(1460,247)
(1459,244)
(1458,242)
(1458,241)
(1457,239)
(1456,237)
(1453,234)
(1452,233)
(1451,232)
(1451,231)
(1450,230)
(1449,230)
(1449,230)
(1449,229)
(1449,228)
(1449,227)
(1449,225)
(1447,222)
(1447,221)
(1447,219)
(1447,218)
(1445,217)
(1445,216)
(1444,215)
(1444,214)
(1444,213)
(1444,212)
(1444,210)
(1443,208)
(1442,205)
(1442,202)
(1441,200)
(1439,192)
(1439,190)
(1438,181)
(1437,177)
(1436,170)
(1436,168)
(1433,164)
(1433,162)
(1432,159)
(1432,158)
(1432,157)
(1432,157)
(1432,157)
(1432,156)
(1432,156)
cl(1432,156)
(1432,156)
(1432,156)
(1432,156)
(1433,156)
cl(1433,156)
(1433,157)
(1434,157)
(1434,158)
(1435,158)
(1435,159)
(1435,160)
(1435,161)
(1435,162)
(1435,162)
(1435,163)
(1435,166)
(1435,167)
(1436,169)
(1436,170)
(1437,173)
(1438,176)
(1439,181)
(1439,182)
(1442,192)
(1444,195)
(1447,205)
(1447,208)
(1451,219)
(1452,222)
(1455,235)
(1459,240)
(1462,251)
(1464,258)
(1469,270)
(1473,274)
(1477,284)
(1480,289)
(1485,297)
(1488,300)
(1491,306)
(1493,310)
(1498,315)
(1499,318)
(1501,323)
(1503,325)
(1506,330)
(1506,332)
(1509,335)
(1510,336)
(1511,338)
(1512,339)
(1514,340)
(1515,342)
(1515,344)
(1516,344)
(1516,345)
(1516,346)
(1516,347)
(1518,348)
(1518,349)
(1519,349)
(1519,351)
(1519,351)
(1519,351)
(1519,352)
(1519,353)
(1519,354)
(1519,355)
(1519,356)
(1519,358)
(1519,359)
(1520,360)
(1520,361)
(1520,362)
(1521,363)
(1521,364)
(1521,365)
(1521,365)
(1521,366)
(1521,368)
cl(1521,368)
(1522,368)
(1522,368)
cl(1522,368)
(1522,368)
(1522,367)
(1522,367)
(1522,366)
(1522,365)
(1522,364)
(1522,363)
(1522,361)
(1522,360)
(1522,360)
(1522,359)
(1522,358)
(1522,357)
(1523,357)
(1523,356)
(1523,355)
(1524,355)
(1524,355)
(1524,353)
(1525,352)
(1525,351)
(1525,350)
(1526,350)
(1526,349)
(1526,348)
(1526,348)
(1527,347)
(1527,346)
(1528,343)
(1528,342)
(1528,341)
(1528,340)
(1529,338)
(1529,338)
(1530,335)
(1530,334)
(1530,333)
(1530,332)
(1532,331)
(1532,330)
(1532,330)
(1532,329)
(1532,328)
(1532,326)
(1532,324)
(1533,323)
(1534,322)
(1534,322)
(1534,320)
(1535,319)
(1535,317)
(1536,317)
(1536,316)
(1536,315)
(1536,314)
(1537,314)
(1537,314)
(1538,314)
(1538,314)
(1540,313)
(1541,313)
(1543,312)
(1544,311)
(1545,308)
(1546,308)
(1548,307)
(1551,306)
(1552,305)
(1553,304)
(1553,304)
(1554,303)
(1554,303)
(1554,303)
(1554,304)
(1554,305)
(1554,305)
(1555,305)
(1556,305)
(1557,306)
(1558,306)
(1561,306)
(1561,306)
(1564,306)
(1566,306)
(1572,306)
(1575,306)
(1585,306)
(1588,306)
(1599,306)
(1602,306)
(1613,309)
(1615,310)
(1624,311)
(1627,311)
(1635,314)
(1637,314)
(1641,316)
(1643,316)
(1647,317)
(1649,318)
(1651,321)
(1652,322)
(1653,323)
(1655,324)
(1656,325)
(1658,326)
(1658,327)
(1659,327)
(1660,329)
(1660,330)
(1661,330)
(1662,331)
(1664,331)
(1666,332)
(1667,332)
(1669,333)
(1670,333)
(1671,334)
(1673,334)
(1677,335)
(1678,336)
(1679,336)
(1680,337)
(1683,339)
(1684,340)
(1685,340)
(1685,341)
(1685,342)
(1685,343)
(1685,344)
(1685,346)
(1685,348)
(1685,349)
(1685,350)
(1685,352)
(1685,353)
(1685,357)
(1685,358)
(1685,362)
(1684,364)
(1681,373)
(1680,375)
(1677,383)
(1676,387)
(1674,398)
(1673,401)
(1667,412)
(1666,417)
(1663,427)
(1662,432)
(1660,440)
(1659,445)
(1658,452)
(1658,453)
(1658,459)
(1658,461)
(1658,463)
(1658,464)
(1658,467)
(1658,468)
(1658,469)
(1658,469)
(1658,469)
(1658,471)
(1658,473)
(1658,476)
(1658,477)
(1658,477)
(1658,478)
(1658,478)
(1656,478)
(1656,478)
(1655,478)
(1654,478)
(1653,478)
(1652,479)
(1651,482)
(1651,483)
(1650,486)
(1649,487)
(1647,488)
(1646,489)
(1645,490)
(1644,491)
(1644,492)
cl(1644,492)
(1644,492)
(1645,492)
(1645,492)
cl(1645,492)
(1147,529)
(1147,529)
(1147,529)
(1146,535)
(1146,537)
(1143,548)
(1142,554)
(1138,571)
(1137,577)
(1129,594)
(1126,603)
(1117,621)
(1115,628)
(1110,648)
(1108,653)
(1100,667)
(1099,674)
(1094,687)
(1092,692)
(1087,700)
(1086,702)
(1084,710)
(1083,712)
(1081,720)
(1080,722)
(1078,730)
(1075,733)
(1073,743)
(1072,746)
(1069,756)
(1068,759)
(1063,764)
(1060,767)
(1055,774)
(1054,776)
(1047,783)
(1045,785)
(1040,789)
(1037,792)
(1034,794)
(1031,796)
(1027,798)
(1026,798)
(1024,799)
(1023,799)
(1022,799)
(1021,800)
(1020,802)
(1016,803)
(1014,804)
(1011,807)
(1010,808)
(1007,810)
(1005,811)
(1005,813)
(1005,813)
(1005,814)
(1006,814)
(1008,814)
(1012,814)
(1014,814)
(1022,814)
(1024,814)
(1028,814)
(1033,814)
(1038,810)
(1042,809)
(1046,807)
(1048,806)
(1049,806)
(1049,805)
(1050,805)
(1052,804)
(1053,804)
(1056,802)
(1057,802)
(1067,796)
(1071,795)
(1086,785)
(1093,782)
(1108,776)
(1114,773)
(1129,765)
(1134,762)
(1145,754)
(1148,752)
(1155,750)
(1158,749)
(1163,746)
(1164,745)
(1166,743)
(1166,743)
(1167,743)
(1167,742)
(1168,742)
(1168,740)
(1170,739)
(1171,737)
(1172,736)
(1173,733)
(1173,732)
(1174,730)
(1175,729)
(1175,728)
(1176,727)
(1177,724)
(1177,723)
(1178,720)
(1178,719)
(1180,717)
(1180,714)
(1180,712)
(1180,711)
(1180,710)
(1180,709)
(1180,706)
(1180,705)
(1180,704)
(1180,703)
(1180,702)
(1180,702)
(1180,700)
(1179,699)
(1177,695)
(1177,695)
(1176,694)
(1175,693)
(1174,693)
(1174,693)
(1173,693)
(1172,693)
(1171,694)
(1171,695)
(1169,697)
(1167,699)
(1166,700)
(1162,703)
(1161,704)
(1154,710)
(1152,712)
(1145,720)
(1142,724)
(1130,737)
(1128,740)
(1118,753)
(1114,757)
(1101,772)
(1097,775)
(1084,789)
(1080,794)
(1067,807)
(1063,812)
(1050,827)
(1043,832)
(1028,845)
(1024,850)
(1011,862)
(1007,864)
(997,872)
(992,876)
(983,882)
(980,886)
(969,894)
(967,896)
(955,904)
(952,907)
(939,915)
(934,919)
(921,927)
(914,930)
(901,936)
(894,939)
(880,946)
(875,948)
(856,953)
(849,957)
(831,961)
(827,962)
(810,965)
(804,968)
(791,972)
(788,973)
(777,975)
(772,976)
(762,976)
(760,976)
(753,976)
(749,976)
(745,976)
(742,976)
(739,975)
(738,975)
(736,974)
(734,972)
(731,971)
(730,971)
(729,970)
(729,969)
(728,968)
(727,967)
(726,966)
(725,965)
(724,965)
(724,963)
(724,961)
(724,960)
(724,959)
(722,958)
(722,956)
(722,955)
(722,953)
(722,952)
(722,951)
(723,950)
(723,948)
(724,948)
(725,944)
(725,943)
(727,941)
(729,940)
(734,938)
(735,937)
(738,933)
(739,932)
(744,928)
(747,926)
(753,922)
(758,921)
(765,917)
(767,916)
(773,915)
(774,914)
(777,914)
(778,913)
(779,913)
(780,913)
(781,913)
(781,914)
(781,915)
(781,915)
(781,916)
(781,917)
(780,918)
(780,919)
(780,921)
(780,921)
(780,922)
(780,923)
(780,924)
cl(780,924)
(780,925)
(780,926)
(780,927)
cl(780,927)
(780,927)
(781,927)
(783,927)
(784,927)
(787,927)
(790,927)
(793,926)
(795,925)
(801,923)
(803,922)
(808,920)
(811,919)
(815,917)
(817,917)
(820,915)
(822,915)
(824,914)
(825,914)
(826,914)
(827,914)
(827,914)
(828,913)
(831,913)
(832,912)
(835,911)
(837,911)
(845,908)
(847,906)
(855,903)
(858,902)
(864,900)
(869,899)
(874,896)
(879,894)
(882,891)
(884,891)
(888,889)
(890,889)
(893,887)
(894,886)
(896,885)
(897,883)
(900,882)
(901,881)
(904,879)
(905,878)
(912,876)
(914,875)
(920,870)
(925,869)
(934,864)
(939,862)
(953,854)
(957,851)
(970,844)
(975,842)
(989,835)
(998,832)
(1013,824)
(1019,821)
(1034,811)
(1041,809)
(1054,797)
(1061,795)
(1076,785)
(1081,779)
(1096,769)
(1103,763)
(1116,755)
(1123,750)
(1136,743)
(1141,739)
(1152,732)
(1158,728)
(1169,720)
(1172,716)
(1185,710)
(1190,704)
(1203,698)
(1208,696)
(1219,688)
(1224,685)
(1230,678)
(1232,677)
(1237,675)
(1238,673)
(1238,672)
(1239,671)
(1239,670)
(1240,668)
(1241,667)
(1241,667)
(1241,666)
(1240,666)
(1239,666)
(1237,666)
(1235,666)
(1230,666)
(1228,666)
(1221,666)
(1217,667)
(1208,668)
(1205,668)
(1195,671)
(1192,671)
(1181,673)
(1176,675)
(1162,681)
(1157,682)
(1144,692)
(1137,695)
(1123,705)
(1118,707)
(1103,714)
(1096,718)
(1085,722)
(1078,727)
(1069,731)
(1064,733)
(1056,738)
(1049,739)
(1044,742)
(1039,744)
(1036,745)
(1034,746)
(1033,746)
(1032,746)
(1032,747)
(1032,747)
(1033,747)
(1034,747)
(1035,747)
(1035,747)
(1036,747)
(1037,747)
(1038,747)
